gid,geom,cod_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
"1004",MULTIPOINT(-61.4957649156919 -35.4779465108435),"06",Buenos Aires,Carlos Casares,"06147080",Moctezuma,Localidad simple,"2034",Moctezuma,"060147",Carlos Casares,"-35.477947","-61.495765","-35º28'41""","-61º29'45""",INDEC
"1005",MULTIPOINT(-61.1601648968635 -35.8805704780124),"06",Buenos Aires,Carlos Casares,"06147090",Ordoqui,Localidad simple,"2105",Ordoqui,"060147",Carlos Casares,"-35.880570","-61.160165","-35º52'50""","-61º 9'37""",INDEC
"1006",MULTIPOINT(-61.5107659016413 -35.6753196486508),"06",Buenos Aires,Carlos Casares,"06147095",Santo Tomás,Localidad simple,"5070",Santo Tomás,"060147",Carlos Casares,"-35.675320","-61.510766","-35º40'31""","-61º30'39""",INDEC
"1007",MULTIPOINT(-61.5925224282857 -35.4953675166723),"06",Buenos Aires,Carlos Casares,"06147100",Smith,Localidad simple,"2001",Smith,"060147",Carlos Casares,"-35.495368","-61.592522","-35º29'43""","-61º35'33""",INDEC
"1016",MULTIPOINT(-62.4199534605415 -35.3914863100084),"06",Buenos Aires,Carlos Tejedor,"06154010",Carlos Tejedor,Localidad simple,"0441",Carlos Tejedor,"060154",Carlos Tejedor,"-35.391486","-62.419953","-35º23'29""","-62º25'12""",INDEC
"1017",MULTIPOINT(-62.7279291284189 -35.4364703945579),"06",Buenos Aires,Carlos Tejedor,"06154020",Colonia Seré,Localidad simple,"1429",Colonia Seré,"060154",Carlos Tejedor,"-35.436470","-62.727929","-35º26'11""","-62º43'41""",INDEC
"1018",MULTIPOINT(-62.1947037330345 -35.6409140591985),"06",Buenos Aires,Carlos Tejedor,"06154030",Curarú,Localidad simple,"2026",Curarú,"060154",Carlos Tejedor,"-35.640914","-62.194704","-35º38'27""","-62º11'41""",INDEC
"1019",MULTIPOINT(-62.222942582609 -35.3475472201356),"06",Buenos Aires,Carlos Tejedor,"06154040",Timote,Localidad simple,"1544",Timote,"060154",Carlos Tejedor,"-35.347547","-62.222943","-35º20'51""","-62º13'23""",INDEC
"1020",MULTIPOINT(-62.7744093028291 -35.1955958207681),"06",Buenos Aires,Carlos Tejedor,"06154050",Tres Algarrobos,Localidad simple,"0649",Tres Algarrobos (Est. Cuenca),"060154",Carlos Tejedor,"-35.195596","-62.774409","-35º11'44""","-62º46'28""",INDEC
"1038",MULTIPOINT(-59.8226965330084 -34.3766620785956),"06",Buenos Aires,Carmen de Areco,"06161010",Carmen de Areco,Localidad simple,"0245",Carmen de Areco,"060161",Carmen de Areco,"-34.376662","-59.822697","-34º22'36""","-59º49'22""",INDEC
"1039",MULTIPOINT(-59.8013546655888 -34.4935583552398),"06",Buenos Aires,Carmen de Areco,"06161020",Pueblo Gouin,Localidad simple,"2123",Pueblo Gouin,"060161",Carmen de Areco,"-34.493558","-59.801355","-34º29'37""","-59º48' 5""",INDEC
"1040",MULTIPOINT(-59.9994503481915 -34.4665633184272),"06",Buenos Aires,Carmen de Areco,"06161030",Tres Sargentos,Localidad simple,"2023",Tres Sargentos,"060161",Carmen de Areco,"-34.466563","-59.999450","-34º27'60""","-59º59'58""",INDEC
"1051",MULTIPOINT(-57.8074789990778 -36.0909178514273),"06",Buenos Aires,Castelli,"06168010",Castelli,Localidad simple,"0536",Castelli,"060168",Castelli,"-36.090918","-57.807479","-36º 5'27""","-57º48'27""",INDEC
"1052",MULTIPOINT(-57.8210962168972 -36.055467874484),"06",Buenos Aires,Castelli,"06168020",Centro Guerrero,Localidad simple,"2137",Centro Guerrero,"060168",Castelli,"-36.055468","-57.821096","-36º 3'20""","-57º49'16""",INDEC
"1053",MULTIPOINT(-57.4495354380042 -35.9748604509867),"06",Buenos Aires,Castelli,"06168030",Cerro de la Gloria,Localidad simple,"8805",Cerro de la Gloria,"060168",Castelli,"-35.974860","-57.449535","-35º58'29""","-57º26'58""",INDEC
"1071",MULTIPOINT(-61.0994163618167 -33.897126396729),"06",Buenos Aires,Colón,"06175010",Colón,Localidad simple,"0144",Colón,"060175",Colón,"-33.897126","-61.099416","-33º53'50""","-61º 5'58""",INDEC
"1072",MULTIPOINT(-60.9423275118825 -33.9133660735741),"06",Buenos Aires,Colón,"06175020",Villa Manuel Pomar,Componente de localidad compuesta,"2053",Villa Manuel Pomar,"060175",Colón,"-33.913366","-60.942328","-33º54'48""","-60º56'32""",INDEC
"1073",MULTIPOINT(-60.8930583876828 -33.6532883192242),"06",Buenos Aires,Colón,"06175030",Pearson,Localidad simple,"2058",Pearson,"060175",Colón,"-33.653288","-60.893058","-33º39'12""","-60º53'35""",INDEC
"1074",MULTIPOINT(-61.2017243473526 -34.0480939107829),"06",Buenos Aires,Colón,"06175040",Sarasa,Localidad simple,"5071",Sarasa,"060175",Colón,"-34.048094","-61.201724","-34º 2'53""","-61º12' 6""",INDEC
"1078",MULTIPOINT(-62.1010009856671 -38.8095202261785),"06",Buenos Aires,Coronel de Marina Leonardo Rosales,"06182050",Villa General Arias,Localidad simple,"0840",Villa General Arias (Est. Kilómetro 638),"060182",Coronel de Marina L. Rosales,"-38.809520","-62.101001","-38º48'34""","-62º 6' 4""",INDEC
"1085",MULTIPOINT(-61.9205128744151 -38.7627964873508),"06",Buenos Aires,Coronel de Marina Leonardo Rosales,"06182010",Bajo Hondo,Localidad simple,"2144",Bajo Hondo,"060182",Coronel de Marina L. Rosales,"-38.762796","-61.920513","-38º45'46""","-61º55'14""",INDEC
"1086",MULTIPOINT(-61.5536640537776 -38.999893566657),"06",Buenos Aires,Coronel de Marina Leonardo Rosales,"06182020",Balneario Pehuen Co,Localidad simple,"2090",Balneario Pehuen Co,"060182",Coronel de Marina L. Rosales,"-38.999894","-61.553664","-38º59'60""","-61º33'13""",INDEC
"1087",MULTIPOINT(-62.1192661054414 -38.7837687171437),"06",Buenos Aires,Coronel de Marina Leonardo Rosales,"06182025",Pago Chico,Localidad simple,"8806",Pago Chico,"060182",Coronel de Marina L. Rosales,"-38.783769","-62.119266","-38º47' 2""","-62º 7' 9""",INDEC
"1088",MULTIPOINT(-62.0749966355857 -38.8804582193504),"06",Buenos Aires,Coronel de Marina Leonardo Rosales,"06182030",Punta Alta,Localidad simple,"0052",Punta Alta,"060182",Coronel de Marina L. Rosales,"-38.880458","-62.074997","-38º52'50""","-62º 4'30""",INDEC
"1089",MULTIPOINT(-60.8828151033228 -38.6210723556348),"06",Buenos Aires,Coronel Dorrego,"06189010",Aparicio,Localidad simple,"2109",Aparicio,"060189",Coronel Dorrego,"-38.621072","-60.882815","-38º37'16""","-60º52'58""",INDEC
"1090",MULTIPOINT(-60.5349933151085 -38.9205119659931),"06",Buenos Aires,Coronel Dorrego,"06189020",Marisol,Localidad simple,"5055",Marisol,"060189",Coronel Dorrego,"-38.920512","-60.534993","-38º55'14""","-60º32' 6""",INDEC
"1091",MULTIPOINT(-61.2883602472107 -38.7187998746166),"06",Buenos Aires,Coronel Dorrego,"06189030",Coronel Dorrego,Localidad simple,"0216",Coronel Dorrego,"060189",Coronel Dorrego,"-38.718800","-61.288360","-38º43' 8""","-61º17'18""",INDEC
"1092",MULTIPOINT(-61.0861791676287 -38.6772596586861),"06",Buenos Aires,Coronel Dorrego,"06189040",El Perdido,Localidad simple,"1156",El Perdido (Est. José A. Guisasola),"060189",Coronel Dorrego,"-38.677260","-61.086179","-38º40'38""","-61º 5'10""",INDEC
"1093",MULTIPOINT(-61.0703877087327 -38.7965246047502),"06",Buenos Aires,Coronel Dorrego,"06189050",Faro,Localidad simple,"5049",Faro,"060189",Coronel Dorrego,"-38.796525","-61.070388","-38º47'47""","-61º 4'13""",INDEC
"1094",MULTIPOINT(-60.6962982485661 -38.5545755327377),"06",Buenos Aires,Coronel Dorrego,"06189060",Irene,Localidad simple,"5041",Irene,"060189",Coronel Dorrego,"-38.554576","-60.696298","-38º33'16""","-60º41'47""",INDEC
"1095",MULTIPOINT(-60.6093625770066 -38.7443987891097),"06",Buenos Aires,Coronel Dorrego,"06189070",Oriente,Localidad simple,"0760",Oriente,"060189",Coronel Dorrego,"-38.744399","-60.609363","-38º44'40""","-60º36'34""",INDEC
"1096",MULTIPOINT(-60.8659101237667 -38.652348646361),"06",Buenos Aires,Coronel Dorrego,"06189075",Paraje La Ruta,Localidad simple,"5072",Paraje La Ruta,"060189",Coronel Dorrego,"-38.652349","-60.865910","-38º39' 8""","-60º51'57""",INDEC
"1097",MULTIPOINT(-61.5382786434217 -38.7418099171263),"06",Buenos Aires,Coronel Dorrego,"06189080",San Román,Localidad simple,"5034",San Román,"060189",Coronel Dorrego,"-38.741810","-61.538279","-38º44'31""","-61º32'18""",INDEC
"1116",MULTIPOINT(-61.3503974314576 -37.9856677754422),"06",Buenos Aires,Coronel Pringles,"06196010",Coronel Pringles,Localidad simple,"0136",Coronel Pringles (Est. Pringles),"060196",Coronel Pringles,"-37.985668","-61.350397","-37º59' 8""","-61º21' 1""",INDEC
"1117",MULTIPOINT(-61.4442755598393 -38.3232806651225),"06",Buenos Aires,Coronel Pringles,"06196020",El Divisorio,Localidad simple,"5058",El Divisorio,"060196",Coronel Pringles,"-38.323281","-61.444276","-38º19'24""","-61º26'39""",INDEC
"1118",MULTIPOINT(-61.3148888421413 -38.2164777887394),"06",Buenos Aires,Coronel Pringles,"06196030",El Pensamiento,Localidad simple,"5051",El Pensamiento,"060196",Coronel Pringles,"-38.216478","-61.314889","-38º12'59""","-61º18'54""",INDEC
"1119",MULTIPOINT(-60.8852418354866 -38.3304457035345),"06",Buenos Aires,Coronel Pringles,"06196040",Indio Rico,Localidad simple,"1091",Indio Rico,"060196",Coronel Pringles,"-38.330446","-60.885242","-38º19'50""","-60º53' 7""",INDEC
"1120",MULTIPOINT(-61.5668870057787 -38.4472093172749),"06",Buenos Aires,Coronel Pringles,"06196050",Lartigau,Localidad simple,"5036",Lartigau,"060196",Coronel Pringles,"-38.447209","-61.566887","-38º26'50""","-61º34' 1""",INDEC
"1141",MULTIPOINT(-62.2971962042407 -37.292500093337),"06",Buenos Aires,Coronel Suárez,"06203010",Cascada,Localidad simple,"5050",Cascada,"060203",Coronel Suárez,"-37.292500","-62.297196","-37º17'33""","-62º17'50""",INDEC
"1142",MULTIPOINT(-61.9328938312418 -37.4585289177802),"06",Buenos Aires,Coronel Suárez,"06203020",Coronel Suárez,Localidad simple,"0129",Coronel Suárez,"060203",Coronel Suárez,"-37.458529","-61.932894","-37º27'31""","-61º55'58""",INDEC
"1143",MULTIPOINT(-62.1045577159859 -37.4842469381512),"06",Buenos Aires,Coronel Suárez,"06203030",Curamalal,Localidad simple,"2127",Curamalal,"060203",Coronel Suárez,"-37.484247","-62.104558","-37º29' 3""","-62º 6'16""",INDEC
"1144",MULTIPOINT(-61.707744337486 -37.6765455742887),"06",Buenos Aires,Coronel Suárez,"06203040",D'Orbigny,Localidad simple,"5033",D' Orbigny,"060203",Coronel Suárez,"-37.676546","-61.707744","-37º40'36""","-61º42'28""",INDEC
"1145",MULTIPOINT(-61.9325411165077 -37.0588752626612),"06",Buenos Aires,Coronel Suárez,"06203050",Huanguelén,Localidad simple,"0412",Huanguelén,"060203",Coronel Suárez,"-37.058875","-61.932541","-37º 3'32""","-61º55'57""",INDEC
"1146",MULTIPOINT(-62.1647546339893 -37.2236398494077),"06",Buenos Aires,Coronel Suárez,"06203060",Pasman,Localidad simple,"2063",Pasman,"060203",Coronel Suárez,"-37.223640","-62.164755","-37º13'25""","-62º 9'53""",INDEC
"1147",MULTIPOINT(-61.9175485050706 -37.5083317146316),"06",Buenos Aires,Coronel Suárez,"06203070",San José,Localidad simple,"0773",San José,"060203",Coronel Suárez,"-37.508332","-61.917549","-37º30'30""","-61º55' 3""",INDEC
"1148",MULTIPOINT(-61.8744494107033 -37.5584052464645),"06",Buenos Aires,Coronel Suárez,"06203080",Santa María,Localidad simple,"0873",Santa María,"060203",Coronel Suárez,"-37.558405","-61.874449","-37º33'30""","-61º52'28""",INDEC
"1149",MULTIPOINT(-61.9258558367656 -37.4876926359872),"06",Buenos Aires,Coronel Suárez,"06203090",Santa Trinidad,Localidad simple,"1023",Santa Trinidad,"060203",Coronel Suárez,"-37.487693","-61.925856","-37º29'16""","-61º55'33""",INDEC
"1150",MULTIPOINT(-61.787362810254 -38.1370301308605),"06",Buenos Aires,Coronel Suárez,"06203100",Villa La Arcadia,Componente de localidad compuesta,"1074",Sierra de la Ventana - Villa Arcadia,"060203",Coronel Suárez,"-38.137030","-61.787363","-38º 8'13""","-61º47'15""",INDEC
"1174",MULTIPOINT(-59.9061282408254 -34.6133150947209),"06",Buenos Aires,Chacabuco,"06210010",Castilla,Localidad simple,"1004",Castilla,"060210",Chacabuco,"-34.613315","-59.906128","-34º36'48""","-59º54'22""",INDEC
"1175",MULTIPOINT(-60.4712365314463 -34.6420259859288),"06",Buenos Aires,Chacabuco,"06210020",Chacabuco,Localidad simple,"0082",Chacabuco,"060210",Chacabuco,"-34.642026","-60.471237","-34º38'31""","-60º28'16""",INDEC
"1176",MULTIPOINT(-60.1802920837556 -34.4571453075658),"06",Buenos Aires,Chacabuco,"06210030",Los Angeles,Localidad simple,"2145",Los Ángeles,"060210",Chacabuco,"-34.457145","-60.180292","-34º27'26""","-60º10'49""",INDEC
"1177",MULTIPOINT(-60.6998875515446 -34.5855495645367),"06",Buenos Aires,Chacabuco,"06210040",O'Higgins,Localidad simple,"0992",O' Higgins,"060210",Chacabuco,"-34.585550","-60.699888","-34º35' 8""","-60º41'60""",INDEC
"1178",MULTIPOINT(-60.0668250412382 -34.6050847201737),"06",Buenos Aires,Chacabuco,"06210050",Rawson,Localidad simple,"0846",Rawson,"060210",Chacabuco,"-34.605085","-60.066825","-34º36'18""","-60º 4' 1""",INDEC
"1197",MULTIPOINT(-58.0681948729242 -35.5840661705533),"06",Buenos Aires,Chascomús,"06218003",Barrio Lomas Altas,Localidad simple,"8810",Barrio Lomas Altas,"060218",Chascomús,"-35.584066","-58.068195","-35º35' 3""","-58º 4' 6""",INDEC
"1198",MULTIPOINT(-58.0136734791609 -35.5791426682401),"06",Buenos Aires,Chascomús,"06218010",Chascomús,Localidad simple,"0101",Chascomús,"060218",Chascomús,"-35.579143","-58.013673","-35º34'45""","-58º 0'49""",INDEC
"1199",MULTIPOINT(-58.1429646479569 -35.5367781565279),"06",Buenos Aires,Chascomús,"06218015",Laguna Vitel,Localidad simple,"8813",Laguna Vitel,"060218",Chascomús,"-35.536778","-58.142965","-35º32'12""","-58º 8'35""",INDEC
"1200",MULTIPOINT(-57.89698433938 -35.8728655657998),"06",Buenos Aires,Lezama,"06466020",Manuel J. Cobo,Localidad simple,"0520",Manuel J. Cobo (Est. Lezama),"060466",Lezama,"-35.872866","-57.896984","-35º52'22""","-57º53'49""",INDEC
"1201",MULTIPOINT(-58.0146293485063 -35.6268500726765),"06",Buenos Aires,Chascomús,"06218030",Villa Parque Girado,Localidad simple,"8006",Villa Parque Girado,"060218",Chascomús,"-35.626850","-58.014629","-35º37'37""","-58º 0'53""",INDEC
"1234",MULTIPOINT(-60.1271397946615 -34.9671439820429),"06",Buenos Aires,Chivilcoy,"06224005",Benitez,Localidad simple,"8811",Benítez,"060224",Chivilcoy,"-34.967144","-60.127140","-34º58' 2""","-60º 7'38""",INDEC
"1235",MULTIPOINT(-60.019091373661 -34.8968958265909),"06",Buenos Aires,Chivilcoy,"06224010",Chivilcoy,Localidad simple,"0056",Chivilcoy,"060224",Chivilcoy,"-34.896896","-60.019091","-34º53'49""","-60º 1' 9""",INDEC
"1236",MULTIPOINT(-60.0391004326896 -34.7437279405372),"06",Buenos Aires,Chivilcoy,"06224020",Emilio Ayarza,Localidad simple,"2134",Emilio Ayarza,"060224",Chivilcoy,"-34.743728","-60.039100","-34º44'37""","-60º 2'21""",INDEC
"1237",MULTIPOINT(-59.8660115870908 -34.838800215557),"06",Buenos Aires,Chivilcoy,"06224030",Gorostiaga,Localidad simple,"2061",Gorostiaga,"060224",Chivilcoy,"-34.838800","-59.866012","-34º50'20""","-59º51'58""",INDEC
"1238",MULTIPOINT(-59.8614129802492 -34.9730896262373),"06",Buenos Aires,Chivilcoy,"06224040",La Rica,Localidad simple,"2108",La Rica,"060224",Chivilcoy,"-34.973090","-59.861413","-34º58'23""","-59º51'41""",INDEC
"1239",MULTIPOINT(-59.7757105008045 -35.092209149403),"06",Buenos Aires,Chivilcoy,"06224050",Moquehuá,Localidad simple,"0789",Moquehuá,"060224",Chivilcoy,"-35.092209","-59.775711","-35º 5'32""","-59º46'33""",INDEC
"1240",MULTIPOINT(-59.9243732016552 -35.0872056184083),"06",Buenos Aires,Chivilcoy,"06224060",Ramón Biaus,Localidad simple,"2077",Ramón Biaus,"060224",Chivilcoy,"-35.087206","-59.924373","-35º 5'14""","-59º55'28""",INDEC
"1241",MULTIPOINT(-59.702161747242 -34.942976618687),"06",Buenos Aires,Chivilcoy,"06224070",San Sebastián,Localidad simple,"2101",San Sebastían,"060224",Chivilcoy,"-34.942977","-59.702162","-34º56'35""","-59º42' 8""",INDEC
"1262",MULTIPOINT(-62.1390192027148 -36.5600651584196),"06",Buenos Aires,Daireaux,"06231010",Andant,Localidad simple,"5073",Andant,"060231",Daireaux,"-36.560065","-62.139019","-36º33'36""","-62º 8'20""",INDEC
"1263",MULTIPOINT(-61.4877198813931 -36.8831523284642),"06",Buenos Aires,Daireaux,"06231020",Arboledas,Localidad simple,"2009",Arboledas,"060231",Daireaux,"-36.883152","-61.487720","-36º52'59""","-61º29'16""",INDEC
"1264",MULTIPOINT(-61.7475424056289 -36.5996329364507),"06",Buenos Aires,Daireaux,"06231030",Daireaux,Localidad simple,"0244",Daireaux,"060231",Daireaux,"-36.599633","-61.747542","-36º35'59""","-61º44'51""",INDEC
"1265",MULTIPOINT(-61.9283363521451 -36.675500343025),"06",Buenos Aires,Daireaux,"06231040",La Larga,Localidad simple,"5074",La Larga,"060231",Daireaux,"-36.675500","-61.928336","-36º40'32""","-61º55'42""",INDEC
"1266",MULTIPOINT(-62.2029985679908 -36.3071820120069),"06",Buenos Aires,Daireaux,"06231060",Salazar,Localidad simple,"0912",Salazar,"060231",Daireaux,"-36.307182","-62.202999","-36º18'26""","-62º12'11""",INDEC
"1282",MULTIPOINT(-57.6754615550973 -36.3153891841286),"06",Buenos Aires,Dolores,"06238010",Dolores,Localidad simple,"0122",Dolores,"060238",Dolores,"-36.315389","-57.675462","-36º18'55""","-57º40'32""",INDEC
"1283",MULTIPOINT(-57.7426997674509 -36.20692525136),"06",Buenos Aires,Dolores,"06238020",Sevigne,Localidad simple,"2067",Sevigné,"060238",Dolores,"-36.206925","-57.742700","-36º12'25""","-57º44'34""",INDEC
"1296",MULTIPOINT(-57.9076795213036 -34.8575070908626),"06",Buenos Aires,Ensenada,"06245010",Ensenada,Componente de localidad compuesta,"0005",Gran La Plata,"060245",Ensenada,"-34.857507","-57.907680","-34º51'27""","-57º54'28""",INDEC
"1297",MULTIPOINT(-58.7944154645154 -34.3460457336529),"06",Buenos Aires,Escobar,"06252010",Escobar,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060252",Escobar,"-34.346046","-58.794415","-34º20'46""","-58º47'40""",INDEC
"1300",MULTIPOINT(-58.4659118964401 -34.8193895346083),"06",Buenos Aires,Esteban Echeverría,"06260010",Esteban Echeverría,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060260",Esteban Echeverría,"-34.819390","-58.465912","-34º49'10""","-58º27'57""",INDEC
"1301",MULTIPOINT(-59.1139730882325 -34.3302149358773),"06",Buenos Aires,Exaltación de la Cruz,"06266010",Arroyo de la Cruz,Localidad simple,"5075",Arroyo de la Cruz,"060266",Exaltación de la Cruz,"-34.330215","-59.113973","-34º19'49""","-59º 6'50""",INDEC
"1302",MULTIPOINT(-59.0992709805642 -34.2941400424779),"06",Buenos Aires,Exaltación de la Cruz,"06266020",Capilla del Señor,Localidad simple,"0379",Capilla del Señor (Est. Capilla),"060266",Exaltación de la Cruz,"-34.294140","-59.099271","-34º17'39""","-59º 5'57""",INDEC
"1303",MULTIPOINT(-59.2221059082672 -34.2867602593732),"06",Buenos Aires,Exaltación de la Cruz,"06266030",Diego Gaynor,Localidad simple,"2078",Diego Gaynor,"060266",Exaltación de la Cruz,"-34.286760","-59.222106","-34º17'12""","-59º13'20""",INDEC
"1304",MULTIPOINT(-58.987062904025 -34.3307543100528),"06",Buenos Aires,Exaltación de la Cruz,"06266040",Los Cardales,Componente de localidad compuesta,"0518",Los Cardales,"060266",Exaltación de la Cruz,"-34.330754","-58.987063","-34º19'51""","-58º59'13""",INDEC
"1305",MULTIPOINT(-59.0767486441091 -34.3265099562553),"06",Buenos Aires,Exaltación de la Cruz,"06266050",Parada Orlando,Localidad simple,"1702",Parada Orlando,"060266",Exaltación de la Cruz,"-34.326510","-59.076749","-34º19'35""","-59º 4'36""",INDEC
"1306",MULTIPOINT(-59.1232039224888 -34.3750874893638),"06",Buenos Aires,Exaltación de la Cruz,"06266060",Parada Robles - Pavón,Localidad simple,"1701",Parada Robles - Pavón,"060266",Exaltación de la Cruz,"-34.375087","-59.123204","-34º22'30""","-59º 7'24""",INDEC
"1311",MULTIPOINT(-58.524757807358 -34.8543939582115),"06",Buenos Aires,Ezeiza,"06270010",Ezeiza,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060270",Ezeiza,"-34.854394","-58.524758","-34º51'16""","-58º31'29""",INDEC
"1313",MULTIPOINT(-58.2792527723518 -34.8044367902128),"06",Buenos Aires,Florencio Varela,"06274010",Florencio Varela,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060274",Florencio Varela,"-34.804437","-58.279253","-34º48'16""","-58º16'45""",INDEC
